dims:2
classes:1
0.7617,-1.2073,0
-1.4504,-0.2723,1
0.4871,-0.9915,0
-1.0137,-1.5097,1
-0.9788,-0.6244,1
-0.8687,-1.5072,1
-0.7865,0.9157,0
0.0863,-1.0881,0
-1.6093,-0.8638,1
0.4925,0.6578,1
1.2949,-0.0964,0
0.7283,1.4312,1
-1.0771,-1.0951,1
1.8724,0.2316,1
-1.5399,-1.2202,1
-0.0571,1.4405,1
0.6097,1.8070,1
-0.8945,0.6465,0
0.9730,0.4643,1
-0.4402,-1.3222,1
0.6087,-1.3910,0
-2.4412,1.6178,0
2.5159,1.0549,1
-1.5033,0.6276,0
-1.2408,1.6384,0
1.1928,-1.0456,0
0.4670,0.1960,1
-1.1328,-0.9048,1
-1.0612,-0.7189,1
1.1668,1.7091,1
-1.0663,-1.0871,1
-1.1005,-0.7530,1
1.4360,0.7361,1
0.5159,0.8676,1
1.1911,-0.4294,0
0.9349,-0.9264,0
1.1046,-0.7105,0
1.1761,1.2009,1
1.0961,0.7248,1
-1.3057,-0.6491,1
0.4671,1.3601,1
0.3850,1.1117,1
-0.7510,0.7950,0
-0.6851,-0.9567,1
1.1983,-1.4122,0
1.0873,0.3976,1
1.1502,1.2246,1
1.2013,-0.4244,1
-1.4862,0.6683,0
1.5221,0.8071,1
0.0999,-0.7394,0
1.4442,0.8039,1
0.5514,-1.1311,0
1.4362,-1.0114,0
2.1208,1.0461,1
1.2374,-1.2285,0
1.5714,0.3051,1
1.2077,1.4960,1
-1.1763,-1.0996,1
-1.4410,-0.6429,1
-1.1392,-1.1802,1
0.8900,1.5659,1
-1.1615,-0.2148,1
0.7900,-0.3751,0
1.3210,-0.6889,0
0.6836,0.9276,1
1.7945,-1.5386,0
-0.5509,-0.7053,1
-0.1918,-1.1364,1
-2.0305,-1.5132,1
-1.5131,-1.3128,1
-1.4871,1.0881,0
0.2219,1.1593,1
0.9259,-0.5217,0
-1.2909,-0.7694,1
0.9899,0.4326,1
0.7953,1.2790,1
-1.1785,1.2014,0
-1.2585,1.4706,0
1.0382,-1.9712,0
-1.6773,-0.9790,1
-1.1648,-1.2318,1
-1.8726,-1.4061,1
-1.3664,1.4680,0
-0.6383,0.6110,0
2.2260,-1.1903,0
0.4647,-1.2613,0
1.4124,1.3039,1
1.9558,-1.1417,0
-1.8852,-0.9590,1
1.2954,1.0616,1
-0.5915,-2.1047,1
-0.6784,-0.7304,1
-0.4084,-1.7087,1
0.9304,-0.6071,0
1.3134,-1.0843,0
1.0082,-0.9006,0
-0.7792,-2.2103,1
1.8064,-1.8295,0
-1.1181,0.1293,1
0.6503,1.1982,1
1.3049,0.2165,1
-0.6591,-1.6707,1
-0.4066,0.1190,0
-1.4588,-0.8192,1
-0.5244,1.0999,0
0.4086,-0.4151,0
-0.0187,1.8876,0
1.8053,1.4356,1
1.0442,0.6811,1
-1.1216,-1.1367,1
-1.2646,-1.8859,1
-1.8239,-1.0992,1
-1.1475,1.4882,0
-1.3303,0.8755,0
1.0477,0.8705,1
0.2301,1.9638,1
-1.2819,-1.2088,1
-1.0768,-0.6343,1
1.0749,-0.5263,0
1.5437,0.5497,1
1.3941,-1.2160,0
-1.5256,0.8305,0
0.9208,-0.8822,0
-1.1835,1.7101,0
1.2926,-1.0223,0
1.3806,0.7338,1
-1.1017,-1.5654,1
-0.8530,-1.4979,1
1.7698,0.5030,1
-1.3088,0.4309,0
1.7406,1.0148,1
0.8913,0.2893,1
-0.4843,-0.8366,1
1.7907,0.7787,1
0.9536,1.4489,1
-1.0212,0.9572,0
-0.4153,0.3138,0
-1.2900,-1.7408,1
1.4805,0.4451,1
0.4388,1.3665,1
1.4343,-0.9181,0
1.4865,-0.6268,0
-0.7085,1.3479,0
-1.2918,2.0708,0
-1.3518,1.0281,0
0.5889,0.9561,1
-0.0590,0.5712,0
-1.5123,0.4289,0
1.9282,1.2586,1
-0.9654,-2.0974,1
0.6830,0.5897,1
1.3334,0.7609,1
-0.5067,0.7422,0
-1.4765,-1.1302,1
-2.0135,-0.7647,1
-1.4739,0.4408,0
-1.3827,-0.0988,0
-0.7919,-0.7630,1
-1.7884,0.5556,0
-1.4626,1.3338,0
1.9841,0.6957,1
1.4035,1.3429,1
1.7267,0.2353,1
1.1507,-1.5356,0
-1.4438,-1.3962,1
-0.1760,-1.1812,0
1.8460,-0.3020,0
1.4502,1.4746,1
0.9433,-1.1849,0
-0.3876,-1.3267,1
-0.9356,0.7965,0
0.1967,1.4868,1
-1.8803,-0.8991,1
0.3743,0.7469,1
-0.3969,-1.0578,1
0.5726,-1.6325,0
-0.2659,-0.0257,1
-0.4695,1.0408,0
1.0752,0.4369,1
-1.2209,2.3188,0
-1.1281,-0.7045,1
0.6850,-1.1862,0
0.5974,-1.2889,0
-1.2400,0.4880,0
-0.3411,1.2467,0
-0.5702,-0.8071,1
-0.2905,0.7116,0
1.0263,-0.3795,0
-0.6796,1.5692,0
-1.1526,0.7018,0
-1.3998,-1.5676,1
1.4973,1.0364,1
1.0216,-1.5960,0
0.8845,-0.7720,0
0.0962,-1.2858,0
1.1324,1.2769,1
-1.4327,1.0536,0
-0.8775,-1.6432,1
1.0613,-1.4124,0
1.4383,-1.7400,0
0.4877,-0.2129,0
0.4320,-1.4494,0
0.7514,-0.6232,0
-0.1300,-0.0748,1
1.4352,-1.8310,0
-0.7527,-0.5770,1
1.1297,-1.2136,0
0.2297,-0.5956,0
-1.2448,-1.4716,1
-1.1972,-0.3567,1
-0.7189,-0.7816,1
0.9321,-0.2874,0
1.0800,-1.4233,0
0.1490,-1.0355,0
-0.6727,1.2159,0
1.5202,1.4322,1
-1.0368,-0.0061,0
-1.1010,1.2807,0
0.6515,-0.4006,1
1.2008,-1.0182,0
1.7083,-0.7288,0
-0.8262,0.9527,0
0.9854,0.4893,0
-1.0051,-0.9763,1
1.3108,0.3568,1
-1.4850,2.1814,0
1.0687,-1.3678,0
0.1269,0.8672,0
-0.2023,-0.6216,1
-2.0657,1.2010,0
-1.5153,2.3664,0
-1.0115,1.1156,0
-1.1327,0.8306,0
-1.1752,1.1884,0
0.7006,0.1257,1
-0.4687,2.1616,0
-1.3733,1.2165,0
-0.7322,0.9793,0
-0.1649,-1.3227,1
0.8537,-2.0914,0
-0.7275,-0.9458,1
0.2060,0.7463,1
-1.2331,0.4042,0
0.9846,-0.2214,1
-0.9972,-0.5740,1
-0.8192,0.8473,0
-0.5841,-1.0983,1
1.5242,-0.9722,0
-1.0632,-1.1113,1
0.8217,-0.3225,0
0.8273,1.5258,1
-0.3822,-0.2727,1
-0.7668,-1.2574,1
-0.9035,-1.4231,1
1.2742,-0.6365,0
1.0430,0.1694,1
-1.9761,1.2716,0
-0.9740,-0.2889,1
1.1111,1.2370,1
1.4576,-1.1758,0
-1.2042,-0.6806,1
0.8794,0.9997,1
-0.1958,-0.8873,1
1.2190,1.2254,1
-0.6525,-1.5395,1
-0.1985,2.0674,1
-0.9742,0.6551,0
0.4266,0.7025,1
-1.0649,-0.3246,1
-0.9592,0.8889,0
0.7979,0.9278,1
-1.4276,0.6719,0
1.0378,0.9753,1
-0.0943,1.4390,1
